AFUA_1G16560	AFUB_015910
AFUA_2G01550	AFUB_018630
AFUA_5G10750	AFUB_058350
AFUA_4G04120	AFUB_098900
AFUA_4G05900	AFUB_062990
AFUA_2G18050	AFUB_033740
AFUA_2G05430	AFUB_022460
AFUA_6G14190	AFUB_000560
AFUA_1G00220	AFUB_063730
AFUA_1G14620	AFUB_014150
AFUA_5G09340	AFUB_056880
AFUA_3G10290	AFUB_038860
AFUA_8G04140	AFUB_083420
AFUA_8G05920	AFUB_081620
AFUA_7G06790	AFUB_092370
AFUA_7G00710	AFUB_087290
AFUA_1G04100	AFUB_004460
AFUA_5G14640	AFUB_062310
AFUA_4G02890	AFUB_100230
AFUA_3G14170	AFUB_035050
AFUA_4G08010	AFUB_065110
AFUA_2G10740	AFUB_026520
AFUA_2G09320	AFUB_025180
AFUA_4G06770	AFUB_063840
AFUA_4G13310	AFUB_070230
AFUA_2G14620	AFUB_030250
AFUA_2G00220	AFUB_017300
AFUA_6G10760	AFUB_076800
AFUA_1G02870	AFUB_003250
AFUA_1G15490	AFUB_015030
AFUA_6G09340	AFUB_092750
AFUA_4G10290	AFUB_067400
AFUA_5G05910	AFUB_053450
AFUA_5G04130	AFUB_052630
AFUA_3G05440	AFUB_043560
AFUA_7G01580	AFUB_088160
AFUA_5G02890	AFUB_051410
AFUA_5G08010	AFUB_055540
AFUA_5G04135	AFUB_052640
AFUA_2G04110	AFUB_021180
AFUA_8G00720	AFUB_085850
AFUA_6G00250	AFUB_097270
AFUA_4G14180	AFUB_071330
AFUA_4G01560	AFUB_102050
AFUA_1G06762	AFUB_007140
AFUA_5G09800	AFUB_057340
AFUA_3G10750	AFUB_038380
AFUA_3G09330	AFUB_039800
AFUA_1G10280	AFUB_009690
AFUA_7G05470	AFUB_091050
AFUA_5G06780	AFUB_054340
AFUA_5G13320	AFUB_061030
AFUA_5G00700	AFUB_049170
AFUA_3G14630	AFUB_034600
AFUA_3G00230	AFUB_048210
AFUA_2G02880	AFUB_019960
AFUA_2G08000	AFUB_024010
AFUA_6G04140	AFUB_094150
AFUA_8G01590	AFUB_085020, AFUB_070980
AFUA_2G13300	AFUB_028940
AFUA_1G01550	AFUB_079250
AFUA_1G14170	AFUB_013710
AFUA_1G15950	AFUB_015480
AFUA_6G09800	AFUB_075850
AFUA_4G10750	AFUB_067830
AFUA_8G05470	AFUB_082079
AFUA_3G04120	AFUB_043840
AFUA_3G05900	AFUB_043130
AFUA_7G00260	AFUB_086820
AFUA_5G14190	AFUB_061880
AFUA_5G01570	AFUB_050110
AFUA_4G09340	AFUB_066470
AFUA_2G10290	AFUB_026100
AFUA_7G04140	AFUB_089680
AFUA_6G06790	AFUB_072720
AFUA_6G00710	AFUB_096760
AFUA_6G13330	AFUB_001440
AFUA_1G05440	AFUB_005790
AFUA_4G00240	AFUB_100780
AFUA_4G14640	AFUB_071880
AFUA_2G14170	AFUB_029790
AFUA_3G02890	AFUB_045360
AFUA_3G08010	AFUB_041100
AFUA_1G10740	AFUB_010160
AFUA_7G05930	AFUB_091510
AFUA_1G09320	AFUB_008740
AFUA_5G05460	AFUB_053020
AFUA_5G12000	AFUB_059580
AFUA_3G06770	AFUB_042270
AFUA_8G00260	AFUB_086280
AFUA_3G13310	AFUB_035890
AFUA_2G15960	AFUB_031640
AFUA_5G10760	AFUB_058360
AFUA_6G04600	AFUB_093700
AFUA_4G04130	AFUB_098890
AFUA_4G05910	AFUB_063000
AFUA_2G18060	AFUB_033750
AFUA_2G05440	AFUB_022470
AFUA_1G14630	AFUB_014160
AFUA_4G05915	AFUB_063010
AFUA_5G09350	AFUB_056890
AFUA_8G04150	AFUB_083410
AFUA_8G05930	AFUB_081610
AFUA_7G00720	AFUB_087300
AFUA_6G12000	AFUB_077980
AFUA_1G04110	AFUB_004470
AFUA_5G14650	AFUB_062320
AFUA_3G14180	AFUB_035040
AFUA_3G01560	AFUB_046850
AFUA_4G09800	AFUB_066910
AFUA_4G08020	AFUB_065120
AFUA_2G10750	AFUB_026530
AFUA_7G04600	AFUB_090140
AFUA_2G09330	AFUB_025190
AFUA_4G06780	AFUB_063850
AFUA_1G05900	AFUB_006290
AFUA_4G00700	AFUB_101250
AFUA_4G13320	AFUB_070240
AFUA_2G14630	AFUB_030270
AFUA_2G00230	AFUB_017310
AFUA_6G10770	AFUB_076810
AFUA_1G02880	AFUB_003260
AFUA_6G09350	AFUB_092740
AFUA_5G05920	AFUB_053460
AFUA_5G04140	AFUB_052650
AFUA_6G09353	AFUB_092730
AFUA_3G05450	AFUB_043550
AFUA_7G01590	AFUB_088170
AFUA_1G13300	AFUB_012790
AFUA_6G09356	AFUB_092720
AFUA_5G08020	AFUB_055550
AFUA_2G04120	AFUB_021190
AFUA_8G00730	AFUB_085840
AFUA_2G05900	AFUB_022940
AFUA_6G00260	AFUB_097260
AFUA_1G06770	AFUB_007150
AFUA_4G14190	AFUB_071340
AFUA_4G01570	AFUB_102060
AFUA_5G09810	AFUB_057350
AFUA_3G10760	AFUB_038370
AFUA_8G04610	AFUB_082890
AFUA_3G09340	AFUB_039790
AFUA_7G05480	AFUB_091060
AFUA_5G06790	AFUB_054350
AFUA_5G13330	AFUB_061040
AFUA_5G00710	AFUB_049180
AFUA_3G00240	AFUB_048200
AFUA_3G14640	AFUB_034590
AFUA_2G02890	AFUB_019970
AFUA_1G10295	AFUB_009705
AFUA_2G08010	AFUB_024020
AFUA_6G04150	AFUB_094140
AFUA_4G12000	AFUB_068990
AFUA_2G13310	AFUB_028950
AFUA_1G01560	AFUB_001960
AFUA_1G15960	AFUB_015490
AFUA_1G14180	AFUB_013720
AFUA_6G09810	AFUB_075860
AFUA_6G08030	AFUB_074020
AFUA_4G10760	AFUB_067840
AFUA_8G05480	AFUB_082070
AFUA_3G04130	AFUB_043830
AFUA_3G05910	AFUB_043120
AFUA_7G00270	AFUB_086830
AFUA_1G15966	AFUB_032240
AFUA_5G01580	AFUB_050120
AFUA_7G04150	AFUB_089690
AFUA_2G17200	AFUB_032850
AFUA_6G00720	AFUB_096750
AFUA_1G05450	AFUB_005800
AFUA_6G13340	AFUB_001430
AFUA_4G00250	AFUB_100790
AFUA_4G14650	AFUB_071890
AFUA_2G14180	AFUB_029800
AFUA_3G08020	AFUB_041090
AFUA_1G10750	AFUB_010170
AFUA_3G09800	AFUB_048370, AFUB_039370
AFUA_7G05940	AFUB_091520
AFUA_1G09330	AFUB_008750
AFUA_5G05470	AFUB_053030
AFUA_8G00270	AFUB_086270
AFUA_5G12010	AFUB_059590
AFUA_3G06780	AFUB_042260
AFUA_3G13320	AFUB_035880
AFUA_3G00700	AFUB_047740
AFUA_2G15970	AFUB_031650
AFUA_2G01570	AFUB_018640
AFUA_5G10770	AFUB_058370
AFUA_6G04610	AFUB_093690
AFUA_4G04140	AFUB_098880
AFUA_4G05920	AFUB_063020
AFUA_2G18070	AFUB_033760
AFUA_2G05450	AFUB_022480
AFUA_1G00240	AFUB_097550
AFUA_1G14640	AFUB_014170
AFUA_5G09360	AFUB_056900
AFUA_8G05940	AFUB_081600
AFUA_8G04160	AFUB_083400
AFUA_7G00730	AFUB_087310
AFUA_6G12010	AFUB_077995
AFUA_1G04120	AFUB_004480
AFUA_5G14660	AFUB_062330
AFUA_3G14190	AFUB_035030
AFUA_4G09810	AFUB_066920
AFUA_4G08030	AFUB_065130
AFUA_2G10760	AFUB_026540
AFUA_7G04610	AFUB_090150
AFUA_2G09340	AFUB_025200
AFUA_4G06790	AFUB_063860
AFUA_1G05910	AFUB_006300
AFUA_6G13800	AFUB_000930
AFUA_4G00710	AFUB_101260
AFUA_4G13330	AFUB_070250
AFUA_2G00240	AFUB_017320
AFUA_2G14640	AFUB_030280
AFUA_1G02890	AFUB_003270
AFUA_6G10780	AFUB_076820
AFUA_6G09360	AFUB_092710
AFUA_5G05930	AFUB_053470
AFUA_5G04150	AFUB_052660
AFUA_3G05460	AFUB_043540
AFUA_1G13310	AFUB_012800
AFUA_7G08500	AFUB_098000, AFUB_054010, AFUB_075260, AFUB_075420
AFUA_5G08030	AFUB_055560
AFUA_5G04155	AFUB_052670
AFUA_4G04600	AFUB_098410
AFUA_8G00740	AFUB_085830
AFUA_2G04130	AFUB_021200
AFUA_2G05910	AFUB_022950
AFUA_6G00270	AFUB_097250
AFUA_1G06780	AFUB_007160
AFUA_6G14670	AFUB_062580
AFUA_4G01580	AFUB_102080
AFUA_4G04605	AFUB_098400
AFUA_3G10770	AFUB_038360
AFUA_8G04620	AFUB_082880
AFUA_3G09350	AFUB_039780
AFUA_7G05490	AFUB_091070
AFUA_1G17200	AFUB_016590
AFUA_5G13340	AFUB_061050
AFUA_5G00720	AFUB_049190
AFUA_3G00250	AFUB_048190
AFUA_3G14650	AFUB_034580
AFUA_2G09800	AFUB_025640
AFUA_2G08020	AFUB_024030
AFUA_4G12010	AFUB_069000
AFUA_2G13320	AFUB_028960
AFUA_2G00700	AFUB_017780
AFUA_1G01570	AFUB_001970
AFUA_1G15970	AFUB_015510
AFUA_1G14190	AFUB_013730
AFUA_6G09820	AFUB_075870
AFUA_6G08040	AFUB_074030
AFUA_4G10770	AFUB_067850
AFUA_8G05490	AFUB_082060
AFUA_7G00280	AFUB_086840
AFUA_5G01590	AFUB_050130
AFUA_4G09360	AFUB_066480
AFUA_7G04160	AFUB_089700
AFUA_2G17210	AFUB_032860
AFUA_6G00730	AFUB_096740
AFUA_1G05460	AFUB_005810
AFUA_6G13350	AFUB_001420
AFUA_4G00260	AFUB_100800
AFUA_4G14660	AFUB_071900
AFUA_2G14190	AFUB_029810
AFUA_3G08030	AFUB_041080
AFUA_3G09810	AFUB_039360
AFUA_1G10760	AFUB_010180
AFUA_7G05950	AFUB_091530
AFUA_1G09340	AFUB_008760
AFUA_5G05480	AFUB_053040
AFUA_5G12020	AFUB_059600
AFUA_3G06790	AFUB_080125, AFUB_042250
AFUA_8G00280	AFUB_086260
AFUA_5G13800	AFUB_045690, AFUB_061540
AFUA_3G00710	AFUB_047720
AFUA_2G15980	AFUB_031660
AFUA_2G01580	AFUB_018650
AFUA_5G10780	AFUB_058380
AFUA_6G04620	AFUB_093680
AFUA_4G04150	AFUB_098870
AFUA_4G05930	AFUB_063030
AFUA_2G12000	AFUB_027710
AFUA_1G14650	AFUB_014190
AFUA_6G08500	AFUB_074460
AFUA_5G09370	AFUB_056910
AFUA_8G04170	AFUB_083380
AFUA_8G05950	AFUB_081580
AFUA_7G00740	AFUB_087320
AFUA_6G12020	AFUB_078010
AFUA_1G04130	AFUB_004489
AFUA_5G14670	AFUB_062340
AFUA_3G01580	AFUB_046830
AFUA_4G09820	AFUB_066930
AFUA_4G08040	AFUB_065140
AFUA_2G10770	AFUB_026550
AFUA_7G04620	AFUB_090160
AFUA_2G09350	AFUB_025210
AFUA_1G05920	AFUB_006310
AFUA_6G13810	AFUB_000920
AFUA_4G00720	AFUB_101270
AFUA_4G13340	AFUB_070260
AFUA_2G00250	AFUB_017330
AFUA_2G14650	AFUB_045710, AFUB_030290
AFUA_2G09355	AFUB_025220
AFUA_6G10790	AFUB_076830
AFUA_6G09370	AFUB_092700
AFUA_1G09800	AFUB_009250
AFUA_5G05940	AFUB_053480
AFUA_5G04160	AFUB_052680
AFUA_3G05470	AFUB_043530
AFUA_3G12010	AFUB_037170
AFUA_1G13320	AFUB_012810
AFUA_7G08510	AFUB_098010
AFUA_5G08040	AFUB_055570
AFUA_8G00750	AFUB_085820
AFUA_2G05920	AFUB_022960
AFUA_2G04140	AFUB_021210
AFUA_4G04612	AFUB_098390
AFUA_6G00280	AFUB_097240
AFUA_1G06790	AFUB_007170
AFUA_4G01590	AFUB_102090
AFUA_5G09830	AFUB_057390
AFUA_3G10780	AFUB_038350
AFUA_8G04630	AFUB_082870
AFUA_3G09360	AFUB_039770
AFUA_1G17210	AFUB_016600
AFUA_5G13350	AFUB_061060
AFUA_5G00730	AFUB_049200
AFUA_3G14660	AFUB_034570
AFUA_4G08500	AFUB_065600
AFUA_2G09810	AFUB_025650
AFUA_2G08030	AFUB_024040
AFUA_6G04170	AFUB_094130
AFUA_3G14665	AFUB_034560
AFUA_4G13800	AFUB_070730
AFUA_4G12020	AFUB_069010
AFUA_2G13330	AFUB_028970
AFUA_2G00710	AFUB_017790
AFUA_1G01580	AFUB_001980
AFUA_1G15980	AFUB_015520
AFUA_6G09830	AFUB_075880
AFUA_6G08050	AFUB_074040
AFUA_4G10780	AFUB_067860
AFUA_3G04150	AFUB_043820
AFUA_7G00290	AFUB_086850
AFUA_1G12000	AFUB_011450
AFUA_5G08500	AFUB_056040
AFUA_4G09370	AFUB_066490
AFUA_7G04170	AFUB_089710
AFUA_2G17220	AFUB_032870
AFUA_2G04600	AFUB_021650
AFUA_6G00740	AFUB_096730
AFUA_1G05470	AFUB_005820
AFUA_6G13360	AFUB_001410
AFUA_4G14670	AFUB_071910
AFUA_3G08040	AFUB_041070
AFUA_3G09820	AFUB_039350
AFUA_1G10770	AFUB_010190
AFUA_7G05960	AFUB_091540
AFUA_1G09350	AFUB_008800
AFUA_5G05490	AFUB_053050
AFUA_8G00290	AFUB_086250
AFUA_5G12030	AFUB_059610
AFUA_5G13810	AFUB_061550
AFUA_3G13340	AFUB_035870
AFUA_3G00720	AFUB_047700
AFUA_2G15990	AFUB_031670
AFUA_2G01590	AFUB_018660
AFUA_5G10790	AFUB_058390
AFUA_6G04630	AFUB_093670
AFUA_5G12035	AFUB_059620
AFUA_4G04160	AFUB_098860
AFUA_4G05940	AFUB_063040
AFUA_2G05470	AFUB_022490
AFUA_2G12010	AFUB_027720
AFUA_8G07200	AFUB_080570
AFUA_1G14660	AFUB_097920, AFUB_014200
AFUA_6G08510	AFUB_074470
AFUA_5G09380	AFUB_056920
AFUA_8G04180	AFUB_083370
AFUA_8G05960	AFUB_081570
AFUA_5G03300	AFUB_051830
AFUA_1G04140	AFUB_004490
AFUA_6G12030	AFUB_078020
AFUA_5G00280	AFUB_048730
AFUA_5G14680	AFUB_062350
AFUA_4G08050	AFUB_065150
AFUA_2G10780	AFUB_026560
AFUA_4G09830	AFUB_066940
AFUA_7G04630	AFUB_090170
AFUA_2G09360	AFUB_025230
AFUA_1G05930	AFUB_006320
AFUA_6G13820	AFUB_000910
AFUA_4G13350	AFUB_070270
AFUA_4G00730	AFUB_101280
AFUA_2G00260	AFUB_017340
AFUA_6G09380	AFUB_092690
AFUA_3G08500	AFUB_040590
AFUA_1G09810	AFUB_009260
AFUA_6G03300	AFUB_094990
AFUA_5G05950	AFUB_053490
AFUA_5G04170	AFUB_052690
AFUA_3G05480	AFUB_043520
AFUA_3G12020	AFUB_037160
AFUA_3G13800	AFUB_035390
AFUA_1G13330	AFUB_012820
AFUA_7G08520	AFUB_097650, AFUB_098020
AFUA_5G08050	AFUB_055580
AFUA_4G04620	AFUB_098380
AFUA_8G00760	AFUB_085810
AFUA_2G05930	AFUB_022970
AFUA_2G04150	AFUB_021220
AFUA_6G00290	AFUB_097230
AFUA_6G14690	AFUB_062580
AFUA_5G09840	AFUB_057400
AFUA_3G10790	AFUB_038340
AFUA_8G04640	AFUB_082860
AFUA_3G09370	AFUB_039760
AFUA_1G04600	AFUB_004950
AFUA_1G17220	AFUB_016610
AFUA_5G13360	AFUB_061070
AFUA_5G00740	AFUB_049210
AFUA_3G00270	AFUB_048180
AFUA_3G14670	AFUB_034550
AFUA_4G08510	AFUB_065610
AFUA_2G09820	AFUB_025660
AFUA_2G08040	AFUB_024050
AFUA_6G04180	AFUB_094120
AFUA_4G13810	AFUB_070740
AFUA_4G12030	AFUB_069020
AFUA_2G13340	AFUB_028980
AFUA_2G00720	AFUB_017800
AFUA_1G01590	AFUB_001990
AFUA_1G15990	AFUB_096580
AFUA_6G08060	AFUB_074050
AFUA_4G10790	AFUB_067870
AFUA_3G04160	AFUB_043810
AFUA_3G05940	AFUB_043110
AFUA_1G12010	AFUB_011460
AFUA_5G08510	AFUB_056050
AFUA_4G09380	AFUB_066500
AFUA_7G04180	AFUB_089720
AFUA_2G17230	AFUB_032880
AFUA_2G04610	AFUB_021660
AFUA_6G00750	AFUB_096720
AFUA_6G13370	AFUB_001400
AFUA_4G00280	AFUB_100810
AFUA_4G14680	AFUB_071920
AFUA_4G03305	AFUB_099780
AFUA_3G08050	AFUB_041060
AFUA_3G09830	AFUB_039340
AFUA_1G10780	AFUB_010200
AFUA_7G05970	AFUB_091550
AFUA_1G09360	AFUB_008810
AFUA_5G13820	AFUB_061560
AFUA_5G12040	AFUB_059630
AFUA_3G00730	AFUB_047690
AFUA_3G13350	AFUB_035860
AFUA_2G08500	AFUB_024440
AFUA_6G04640	AFUB_093660
AFUA_4G04170	AFUB_098850
AFUA_4G05950	AFUB_063050
AFUA_2G05480	AFUB_022500
AFUA_2G13800	AFUB_029430
AFUA_2G12020	AFUB_027730
AFUA_8G07210	AFUB_080560
AFUA_1G14670	AFUB_014210
AFUA_6G08520	AFUB_074480
AFUA_5G09390	AFUB_056930
AFUA_8G04190	AFUB_083360
AFUA_8G05970	AFUB_081560
AFUA_5G03310	AFUB_051840
AFUA_7G00760	AFUB_087330
AFUA_6G12040	AFUB_078030
AFUA_1G04150	AFUB_000100, AFUB_004500
AFUA_5G14690	AFUB_062360
AFUA_5G00290	AFUB_048740
AFUA_8G05975	AFUB_081550
AFUA_4G08060	AFUB_065160
AFUA_2G10790	AFUB_026570
AFUA_4G09840	AFUB_066950
AFUA_7G04640	AFUB_090180
AFUA_2G09370	AFUB_025240
AFUA_6G13830	AFUB_000900
AFUA_1G05940	AFUB_006330
AFUA_4G00740	AFUB_101290
AFUA_4G13360	AFUB_070280
AFUA_2G14670	AFUB_030310
AFUA_2G00270	AFUB_017350
AFUA_6G09390	AFUB_092680
AFUA_8G02000	AFUB_084610
AFUA_6G03310	AFUB_094980, AFUB_034090
AFUA_1G09820	AFUB_009270
AFUA_5G05960	AFUB_053500
AFUA_5G04180	AFUB_052700
AFUA_5G12500	AFUB_060170
AFUA_3G05490	AFUB_043510
AFUA_3G12030	AFUB_037150
AFUA_3G13810	AFUB_035380
AFUA_6G09395	AFUB_092670
AFUA_1G13340	AFUB_012830
AFUA_7G08530	AFUB_097670, AFUB_098030
AFUA_5G08060	AFUB_055590
AFUA_4G04630	AFUB_098370
AFUA_2G05940	AFUB_022980
AFUA_2G04160	AFUB_021230
AFUA_8G00770	AFUB_085800
AFUA_1G00730	AFUB_015010
AFUA_6G07200	AFUB_073140
AFUA_5G09850	AFUB_057410
AFUA_8G04650	AFUB_082850
AFUA_3G09380	AFUB_039750
AFUA_3G03300	AFUB_044950
AFUA_6G12500	AFUB_078510
AFUA_1G04610	AFUB_004960
AFUA_1G17230	AFUB_016620
AFUA_5G13370	AFUB_061080
AFUA_5G00750	AFUB_049220
AFUA_3G00280	AFUB_048170
AFUA_3G14680	AFUB_034540
AFUA_4G08520	AFUB_065620
AFUA_2G09830	AFUB_025670
AFUA_2G08050	AFUB_024060
AFUA_6G04190	AFUB_094110
AFUA_4G13820	AFUB_070750
AFUA_4G12040	AFUB_069030
AFUA_2G13350	AFUB_028990
AFUA_2G00730	AFUB_017810
AFUA_6G09850	AFUB_075900
AFUA_6G08070	AFUB_074060
AFUA_3G04170	AFUB_043800
AFUA_3G05950	AFUB_043100
AFUA_1G13800	AFUB_013280
AFUA_1G12020	AFUB_011470
AFUA_5G08520	AFUB_056060
AFUA_4G03310	AFUB_099770
AFUA_7G04190	AFUB_089730
AFUA_2G17240	AFUB_032890
AFUA_2G04620	AFUB_021670
AFUA_1G12025	AFUB_011480
AFUA_6G00760	AFUB_096710
AFUA_1G05490	AFUB_005830
AFUA_6G13380	AFUB_001370
AFUA_4G00290	AFUB_100820
AFUA_4G14690	AFUB_071930
AFUA_3G08060	AFUB_041050
AFUA_3G09840	AFUB_039330
AFUA_1G10790	AFUB_010210
AFUA_7G05980	AFUB_091560
AFUA_1G09370	AFUB_008820
AFUA_5G12050	AFUB_059640
AFUA_5G13830	AFUB_079600
AFUA_3G13360	AFUB_035850
AFUA_3G00740	AFUB_047680
AFUA_7G02000	AFUB_088570
AFUA_2G08510	AFUB_024450
AFUA_6G04650	AFUB_093650
AFUA_4G05960	AFUB_063060
AFUA_4G04180	AFUB_098840
AFUA_4G12500	AFUB_069450
AFUA_2G05490	AFUB_022510
AFUA_2G13810	AFUB_029440
AFUA_2G12030	AFUB_027740
AFUA_8G07220	AFUB_080550
AFUA_1G14680	AFUB_014220
AFUA_6G08530	AFUB_074490
AFUA_8G05980	AFUB_081540
AFUA_5G03320	AFUB_051850
AFUA_7G00770	AFUB_087340
AFUA_8G07225	AFUB_080540
AFUA_6G12050	AFUB_078040
AFUA_1G04160	AFUB_004510
AFUA_5G07200	AFUB_054760
AFUA_4G09850	AFUB_066960
AFUA_4G08070	AFUB_065170
AFUA_7G04650	AFUB_090190
AFUA_2G09380	AFUB_025250
AFUA_2G17700	AFUB_033390
AFUA_2G03300	AFUB_020370
AFUA_1G05950	AFUB_006340
AFUA_6G13840	AFUB_000890
AFUA_4G00750	AFUB_101300
AFUA_2G14680	AFUB_030320
AFUA_8G02010	AFUB_084600
AFUA_3G08520	AFUB_040580
AFUA_6G03320	AFUB_094970
AFUA_1G09830	AFUB_009280
AFUA_5G05970	AFUB_053510
AFUA_5G04190	AFUB_052710
AFUA_5G12510	AFUB_060180
AFUA_3G12040	AFUB_037140
AFUA_3G13820	AFUB_035370
AFUA_1G13350	AFUB_012840
AFUA_7G08540	AFUB_097680, AFUB_098040, AFUB_080240, AFUB_097870, AFUB_045700, AFUB_071530
AFUA_5G08070	AFUB_055600
AFUA_4G04640	AFUB_098360
AFUA_8G00780	AFUB_085790
AFUA_2G05950	AFUB_022990
AFUA_2G04170	AFUB_021240
AFUA_1G00740	AFUB_001920
AFUA_6G07210	AFUB_073150
AFUA_5G09860	AFUB_057420
AFUA_8G04660	AFUB_082840
AFUA_3G09390	AFUB_039740
AFUA_3G03310	AFUB_000050, AFUB_000060, AFUB_044940
AFUA_1G04620	AFUB_004970
AFUA_1G17240	AFUB_016630
AFUA_5G13380	AFUB_061090
AFUA_5G00760	AFUB_049230
AFUA_3G00290	AFUB_048160
AFUA_3G14690	AFUB_034530
AFUA_4G08530	AFUB_065630
AFUA_3G03315	AFUB_044930
AFUA_2G09840	AFUB_025680
AFUA_2G08060	AFUB_024070
AFUA_4G13830	AFUB_070760
AFUA_4G12050	AFUB_069040
AFUA_2G13360	AFUB_029000
AFUA_2G00740	AFUB_017820
AFUA_6G09860	AFUB_075910
AFUA_3G07200	AFUB_041860
AFUA_6G08080	AFUB_074070
AFUA_6G02000	AFUB_096340
AFUA_3G05960	AFUB_043090
AFUA_3G12500	AFUB_036670
AFUA_1G13810	AFUB_013290
AFUA_1G12030	AFUB_011490
AFUA_6G09865	AFUB_075920
AFUA_5G08530	AFUB_056070
AFUA_4G03320	AFUB_099740
AFUA_2G17250	AFUB_032900
AFUA_2G04630	AFUB_021680
AFUA_4G03321	AFUB_099760
AFUA_4G03322	AFUB_099750
AFUA_6G00770	AFUB_096700
AFUA_6G13390	AFUB_001360
AFUA_4G03325	AFUB_099730
AFUA_4G07200	AFUB_064290
AFUA_3G09850	AFUB_039320
AFUA_3G08070	AFUB_041040
AFUA_7G05990	AFUB_091570
AFUA_1G09380	AFUB_008830
AFUA_1G03300	AFUB_003720
AFUA_1G17700	AFUB_017080
AFUA_5G13840	AFUB_061580
AFUA_5G12060	AFUB_059650
AFUA_3G00750	AFUB_047670
AFUA_3G13370	AFUB_035840
AFUA_7G02010	AFUB_088580
AFUA_2G08520	AFUB_024460
AFUA_6G04660	AFUB_093640
AFUA_4G04190	AFUB_098830
AFUA_4G05970	AFUB_063070
AFUA_4G12510	AFUB_069460
AFUA_2G13820	AFUB_029450
AFUA_2G12040	AFUB_027749
AFUA_8G07230	AFUB_080530
AFUA_1G00290	AFUB_048600
AFUA_1G14690	AFUB_014230
AFUA_6G08540	AFUB_074500
AFUA_5G03330	AFUB_051860
AFUA_7G00780	AFUB_087350
AFUA_6G12060	AFUB_078050
AFUA_8G07235	AFUB_086120, AFUB_080520
AFUA_1G04170	AFUB_004520
AFUA_1G14695	AFUB_014240
AFUA_5G07210	AFUB_054770
AFUA_4G09860	AFUB_066970
AFUA_4G08080	AFUB_065180
AFUA_7G04660	AFUB_090200
AFUA_2G17710	AFUB_033400
AFUA_2G03310	AFUB_020380
AFUA_1G05960	AFUB_006350
AFUA_6G13850	AFUB_000880
AFUA_4G00760	AFUB_101310
AFUA_4G13380	AFUB_070300
AFUA_2G14690	AFUB_030330
AFUA_8G02020	AFUB_084590
AFUA_3G08530	AFUB_040570
AFUA_1G09840	AFUB_009290
AFUA_5G05980	AFUB_053520
AFUA_5G12520	AFUB_060190
AFUA_3G12050	AFUB_037130
AFUA_3G13830	AFUB_035360
AFUA_1G13360	AFUB_012850
AFUA_5G08080	AFUB_055610
AFUA_5G02000	AFUB_050520
AFUA_4G04650	AFUB_098350
AFUA_8G00790	AFUB_085780
AFUA_2G05960	AFUB_023000
AFUA_2G04180	AFUB_021250
AFUA_2G12500	AFUB_028160
AFUA_1G00750	AFUB_075300, AFUB_102040, AFUB_100340
AFUA_6G07220	AFUB_073160
AFUA_5G09870	AFUB_057430
AFUA_8G04670	AFUB_082830
AFUA_3G03320	AFUB_079760, AFUB_044920
AFUA_1G04630	AFUB_004980
AFUA_1G17250	AFUB_016640
AFUA_5G00770	AFUB_049240
AFUA_6G12522	AFUB_078520
AFUA_5G13392	AFUB_061100
AFUA_2G08070	AFUB_024080
AFUA_2G09850	AFUB_025690
AFUA_4G12060	AFUB_069050
AFUA_2G13370	AFUB_029010
AFUA_2G00750	AFUB_017830
AFUA_6G09870	AFUB_075930
AFUA_3G07210	AFUB_041850
AFUA_6G02010	AFUB_096330
AFUA_3G04190	AFUB_043790
AFUA_3G05970	AFUB_043080
AFUA_3G12510	AFUB_036660
AFUA_1G13820	AFUB_013300
AFUA_1G12040	AFUB_011500
AFUA_5G08540	AFUB_056080
AFUA_1G13822	AFUB_081420
AFUA_4G03330	AFUB_099720
AFUA_2G17260	AFUB_032910
AFUA_4G07210	AFUB_064300
AFUA_3G08080	AFUB_041030
AFUA_3G09860	AFUB_039310
AFUA_3G02000	AFUB_046410
AFUA_1G09390	AFUB_008840
AFUA_6G11200	AFUB_077220
AFUA_1G03310	AFUB_003730
AFUA_1G17710	AFUB_003620
AFUA_5G12070	AFUB_059660
AFUA_5G13850	AFUB_061590
AFUA_3G00760	AFUB_047660
AFUA_3G13380	AFUB_035830
AFUA_7G03800	AFUB_089340
AFUA_7G02020	AFUB_088590
AFUA_6G04670	AFUB_093630
AFUA_3G00765	AFUB_047650
AFUA_4G05980	AFUB_037390, AFUB_063080
AFUA_2G13830	AFUB_029460
AFUA_2G12050	AFUB_027750
AFUA_8G07240	AFUB_080510
AFUA_6G08550	AFUB_074510
AFUA_4G05985	AFUB_063090
AFUA_1G07200	AFUB_007560
AFUA_5G03340	AFUB_051870
AFUA_7G00790	AFUB_087360
AFUA_6G12070	AFUB_078060
AFUA_1G12500	AFUB_011970
AFUA_4G09870	AFUB_066980
AFUA_4G08090	AFUB_065190
AFUA_7G04670	AFUB_090210
AFUA_2G17720	AFUB_033410
AFUA_2G03320	AFUB_020390
AFUA_1G05970	AFUB_006360
AFUA_6G13860	AFUB_000870
AFUA_4G00770	AFUB_101320
AFUA_4G13390	AFUB_070310
AFUA_8G02030	AFUB_084580
AFUA_3G08540	AFUB_040560
AFUA_6G03340	AFUB_094960
AFUA_1G09850	AFUB_009300
AFUA_5G05990	AFUB_053530
AFUA_5G12530	AFUB_060200
AFUA_3G12060	AFUB_037120
AFUA_3G13840	AFUB_035350
AFUA_1G13370	AFUB_012860
